sprawdzamy jaka sekwencja których wartiści faktur sumuje sie do kwoty
18232,41

wariant II -  faktury z 2013 i 2014 roku

2467,64
1352,11
4576,36
4133,54
4846,79
2227,87
4439,19
2147,41
730,42
6201,08
1622,09
6316,38
2184,92
3351,54
727,23
1309,37
2818,47
4665,85
4691,98
3844,07
1525,9
203,8
-52,2
-40,51
3296,31
457,26
1705,55
391,68
3967,72
375,6
6558,94
285,88
1809,16
257
4231,79
2195,32
49,4
12046,83
18,68
2061,13
593,27
9127,71
